Airport/Airfield,"F D ROOSEVELT",Other,17.49167,-62.97556
Airport/Airfield,"GOLDEN ROCK",Civilian/Public,17.31139,-62.71889
Airport/Airfield,"V C BIRD INTL","Joint Military/Civilian",17.13667,-61.79139
Airport/Airfield,BLACKBURNE,Other,16.75917,-62.15500
Airport/Airfield,"LE RAIZET",Civilian/Public,16.26833,-61.52750
Airport/Airfield,"MARIE GALANTE",Other,15.86722,-61.27056
Airport/Airfield,"MELVILLE HALL",Other,15.54628,-61.30050
Airport/Airfield,"DANIEL ODUBER QUIROS",Other,10.59222,-85.54278
Airport/Airfield,"CABO VELAS",Other,10.35472,-85.85361
Airport/Airfield,MOCORON/DURZUNA,Other,14.98806,-84.22028
Airport/Airfield,"PUERTO CABEZAS","Joint Military/Civilian",14.04611,-83.38667
Airport/Airfield,PROVIDENCIA,Other,13.35694,-81.35833
Airport/Airfield,"GUSTAVO ROJAS PINILLA","Joint Military/Civilian",12.58306,-81.71167
Airport/Airfield,"EL BLUFF",Other,11.99389,-83.68694
Airport/Airfield,BLUEFIELDS,Other,11.99222,-83.77278
Airport/Airfield,"LOS CHILES",Other,11.03528,-84.70611
Airport/Airfield,"SANTA CLARA DE GUAPILES",Other,10.28833,-83.71361
Airport/Airfield,GUAPILES,Other,10.21722,-83.79500
Airport/Airfield,"EL CARMEN",Other,10.20175,-83.47095
Airport/Airfield,"RAFAEL NUNEZ","Joint Military/Civilian",10.44806,-75.51056
Airport/Airfield,"REINA BEATRIX INTL",Civilian/Public,12.50333,-70.01472
Airport/Airfield,"PUERTO BOLIVAR",Other,12.22139,-71.98473
Airport/Airfield,"JOSEFA CAMEJO",Other,11.77944,-70.15250
Airport/Airfield,"ALMIRANTE PADILLA",Other,11.52500,-72.92555
Airport/Airfield,"LA MINA",Other,11.23111,-72.48889
Airport/Airfield,"SIMON BOLIVAR",Civilian/Public,11.12222,-74.22861
Airport/Airfield,DABAJURO,Other,11.02667,-70.69250
Airport/Airfield,"ERNESTO CORTISSOZ","Joint Military/Civilian",10.88956,-74.78083
Airport/Airfield,BUENAVISTA,Other,10.88694,-72.90250
Airport/Airfield,"LA CHINITA INTL",Civilian/Public,10.55864,-71.72869
Airport/Airfield,"ALFONSO LOPEZ PUMAREJO",Other,10.43306,-73.25027
Airport/Airfield,"ORO NEGRO",Other,10.33056,-71.32195
Airport/Airfield,MONTELLANO,Other,10.33000,-72.47972
Airport/Airfield,CARORA,Other,10.17528,-70.06500
Airport/Airfield,"MACHIQUES NORTH",Other,10.08717,-72.55167
Airport/Airfield,"LOS ANDES",Other,10.00028,-72.58250
Airport/Airfield,BACHAQUERO,Other,10.00028,-71.08417
Airport/Airfield,HATO,"Joint Military/Civilian",12.19389,-68.96083
Airport/Airfield,FLAMINGO,Civilian/Public,12.13889,-68.27000
Airport/Airfield,"LA ORCHILA",Military,11.80778,-66.17889
Airport/Airfield,"PUERTO CUMAREBO",Other,11.51278,-69.31416
Airport/Airfield,"JOSE LEONARDO CHIRINOS",Civilian/Public,11.41658,-69.68166
Airport/Airfield,CHURUGUARA,Other,10.81056,-69.63944
Airport/Airfield,"PUNTA BRAVA",Other,10.78306,-68.34333
Airport/Airfield,"SIMON BOLIVAR INTL","Joint Military/Civilian",10.60306,-66.99028
Airport/Airfield,"GEN FRANCISCO DE MIRANDA AB","Joint Military/Civilian",10.48500,-66.84333
Airport/Airfield,"LA BANANERA",Other,10.47889,-68.47334
Airport/Airfield,"BARTOLOME SALOM","Joint Military/Civilian",10.47861,-68.07111
Airport/Airfield,HIGUEROTE,Other,10.46131,-66.09314
Airport/Airfield,"OSCAR MACHADO ZULOAGA",Civilian/Public,10.28611,-66.81625
Airport/Airfield,"SUB TENIENTE NESTOR ARIAS",Other,10.28139,-68.75472
Airport/Airfield,"MARISCAL SUCRE","Joint Military/Civilian",10.24972,-67.65139
Airport/Airfield,"EL PALMAR",Other,10.19600,-67.44334
Airport/Airfield,"EL LIBERTADOR AB",Military,10.18167,-67.55666
Airport/Airfield,"CENTRAL MATILDE",Other,10.15528,-68.86166
Airport/Airfield,METROPOLITANO,Other,10.13333,-66.78861
Airport/Airfield,BARQUISIMETO,"Joint Military/Civilian",10.04139,-69.36000
Airport/Airfield,"LOS AGUACATES",Other,10.02250,-68.03722
Airport/Airfield,"LE LAMENTIN",Civilian/Public,14.59028,-61.00361
Airport/Airfield,VIGIE,Civilian/Public,14.01986,-60.99311
Airport/Airfield,"HEWANORRA INTERNATIONAL",Civilian/Public,13.73333,-60.95444
Airport/Airfield,"E T JOSHUA",Other,13.14194,-61.21139
Airport/Airfield,"J F MITCHELL",Other,12.98694,-61.26445
Airport/Airfield,"POINT SALINES INTL",Civilian/Public,12.00528,-61.78695
Airport/Airfield,"LA BLANQUILLA",Military,11.82133,-64.58589
Airport/Airfield,"CROWN POINT",Other,11.15200,-60.83297
Airport/Airfield,"DEL CARIBE INTL",Civilian/Public,10.91167,-63.96500
Airport/Airfield,"ANDRE MIGUEL SALAZAR MARCAN",Other,10.79472,-63.98139
Airport/Airfield,"GEN JOSE FRANCISCO BERMUDEZ",Other,10.65917,-63.26194
Airport/Airfield,PIARCO,Civilian/Public,10.59306,-61.34861
